id,Субъект Российской Федерации,Год,Всего,ЗП,моложе трудоспособного возраста,в трудоспособном возрасте,старше трудоспособного возраста,до 1 ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
74,Сибирский федеральный округ,2015,17197465,91.5,3273052,10000021,3924392,246277,248463,249845,234338,224199,224317,222819,207398,186399,186847,187712,187606,178534,165490,166995,155813,160884,155691,167303,176501,185061,189026,216429,240480,270876,282414,292857,305221,307847,299865,296579,308375,301388,279550,282882,266493,262976,256097,257384,254640,247458,237053,236533,223809,222371,204682,198560,192726,198194,207961,215080,235825,246818,262867,280205,268499,269661,263859,252233,252411,244915,219798,217804,210080,201629,195943,164848,153830,125129,75759,55546,51346,71301,106662,121167,126350,119016,113327,87893,72482,60256,50363,52376,46715,49034,43601,39114,31210,24131,17959,13772,9544,5993,3839,2631,1692,1461,694,414,365,800
75,Республика Алтай,2015,209676,88.4,57315,116847,35514,4172,4176,4410,4436,4027,4077,4186,3880,3232,3427,3343,3083,2879,2778,2735,2474,2640,2278,2127,2214,2200,2042,2082,2091,2523,2847,3493,3730,3647,3511,3508,3796,3584,3524,3116,3253,3106,3181,3141,3060,3081,2702,2873,2595,2504,2347,2288,2343,2344,2400,2484,2682,2744,3037,3133,3003,3055,2928,2801,2695,2596,2230,2117,2086,1905,1777,1392,1252,1026,579,348,339,502,757,893,864,861,776,639,517,526,457,512,385,482,422,371,279,230,141,123,87,67,28,24,16,9,4,3,5,1
76,Республика Тыва,2015,315094,89.4,104418,177841,32835,7876,7950,8117,8239,7817,7882,7612,7305,5771,5689,5743,5530,5179,4666,4588,4454,4494,4015,3944,3866,3907,3842,3463,3987,4898,5182,5694,6000,6026,5435,5421,5509,5247,4931,4731,4890,4477,4434,4546,4236,4366,4383,4326,4306,4190,3960,3915,3805,3956,3784,3695,3638,3653,3436,3574,3152,2840,2655,2521,2198,2167,1844,1723,1677,1664,1620,1561,1286,1218,868,731,881,947,977,980,853,736,569,479,377,293,258,280,203,242,170,147,106,93,65,36,44,13,9,10,9,5,1,5,0,1
77,Республика Хакасия,2015,537270,90.5,111567,307949,117754,8207,8429,8570,8034,8050,8066,7968,7303,6352,6235,6193,6277,5819,5364,5625,5075,5151,4860,4728,4852,5152,5412,6227,6900,7980,8329,8934,9512,9689,9388,9567,9774,9757,9028,9206,8520,8429,8415,8463,8312,7770,7667,7230,6706,6822,6002,5939,5783,5814,6289,6394,7147,7534,7933,8668,8300,8247,8124,7938,7823,7915,7402,7416,6636,6466,6448,5017,4173,3338,2079,1451,1431,2209,3008,3374,3402,3217,2958,2439,1939,1501,1375,1521,1252,1468,1242,1155,910,700,461,411,218,154,83,78,47,38,21,8,13,14
78,Алтайский край,2015,2343388,91.3,431680,1319796,591912,31149,31856,32374,30196,29167,29025,29875,27359,24141,24738,25303,25413,23796,22163,23360,21765,21728,20924,21148,21907,23641,24102,28503,31109,33597,35300,36262,36935,36852,36378,36845,38965,37911,35582,36291,34028,34175,33561,33759,34314,33791,32374,32332,30545,29947,26903,26152,25583,26711,27649,28439,31955,34508,38087,41237,40767,41661,41440,38391,38720,35929,32761,30849,31403,30414,29229,26465,24157,18101,10542,7579,7089,9605,15462,18288,19446,18523,17096,12914,10741,9370,7705,7919,7544,8228,7410,6775,5250,4031,3045,2221,1603,1027,676,406,274,262,96,71,50,143
79,Красноярский край,2015,2861321,90.0,532252,1707589,621480,40854,40666,40729,37890,36370,36058,35297,32834,29810,30474,30251,30786,29665,27522,27428,25618,26994,26160,29545,31323,32869,32982,37768,41658,47109,48242,49700,52162,53559,52399,50559,52653,51604,48178,48767,46069,45385,43811,44365,44007,42277,39660,39818,38187,38523,35387,33770,32854,33992,35749,37289,40385,41286,43811,45633,42936,42633,41738,39917,40215,40609,36019,35841,33514,32437,31290,26052,23764,19616,12100,8990,8335,11883,18079,19842,20182,18741,17378,13682,11190,8669,7313,7846,7013,6950,6286,5375,4441,3303,2516,2036,1339,847,561,368,243,184,111,46,52,98
80,Иркутская область,2015,2417235,90.1,496203,1397232,523800,36536,37384,37872,36404,33768,34259,34286,31845,28108,27315,28052,28232,26988,25751,25505,23898,24801,23753,25138,25812,26952,26879,30211,34071,39009,41248,42710,44341,43515,41737,40782,42428,41349,38528,39392,37448,36563,35697,35982,35168,34903,33634,33250,31704,30797,28625,28168,27154,27349,28592,29788,31839,33262,35188,36895,35044,34895,34339,32876,32552,33152,30110,29999,28760,27107,26662,21905,20604,16925,9810,7516,6853,10695,15292,16790,16942,15811,15579,11803,9735,7129,6308,6912,5813,5815,5088,4447,3476,2661,2081,1665,1090,743,432,345,177,174,84,65,30,79
81,Кемеровская область – Кузбасс,2015,2720276,93.6,512159,1556854,651263,35512,36966,37425,34710,34739,36280,35748,33673,31309,30805,29880,29296,27993,26286,26962,24575,25271,24198,23477,25632,27620,27638,31274,34546,39572,41200,43945,47289,47801,46264,46127,48914,48272,44633,45266,42010,42103,40526,40772,40704,39200,37713,37602,35054,35813,32297,30632,29433,30144,31759,32827,36996,39776,42666,46163,44016,44241,43780,41924,41595,40720,36651,36412,35082,34752,32621,27154,24723,20724,13171,9700,8431,11245,16880,19624,20066,19162,18918,14274,12034,10316,8746,9153,7690,8473,7204,6662,5306,4015,2985,2204,1593,954,583,407,267,211,110,43,57,109
82,Новосибирская область,2015,2753041,91.3,475844,1619222,657975,38180,38043,37395,34859,32152,31198,31027,28488,26231,26963,27496,27590,26571,24147,23309,22195,22507,22562,25798,27881,29059,31118,36419,41151,45285,47552,49041,50367,50602,49491,49998,51309,49889,45943,46326,43179,42870,41688,41706,40887,39972,37989,38131,35861,35049,32881,32019,30741,31533,33322,34377,37693,38868,41530,44114,42617,43162,41938,41019,41803,39566,35389,34347,34099,32660,32219,26859,26072,21937,13352,9722,9034,11740,17769,20492,22194,21104,20255,15191,12778,11271,9200,8984,8404,8714,7901,7065,5731,4661,3353,2548,1796,1136,749,519,323,335,115,98,76,192
83,Омская область,2015,1967798,92.0,356791,1151863,459144,29153,28372,28670,26046,24657,24008,23639,22336,20122,19978,20139,20737,18761,17135,17083,15955,17423,17282,19586,20340,21027,21779,24835,27123,29940,30945,32603,34095,35440,34686,34212,34646,34207,31465,31222,30106,29329,29123,28880,28366,27462,26756,26432,25083,24488,23644,23564,23287,24297,25664,27130,29533,30804,32178,33822,32640,32737,31424,29758,29367,27502,24037,26052,24243,21753,21935,18155,18473,14693,8331,6103,5749,8116,12323,14064,15409,14429,13602,11777,9196,7598,6066,6251,5814,5912,5413,4958,3935,3039,2287,1725,1174,704,491,293,234,154,92,51,50,94
84,Томская область,2015,1072366,90.4,194823,644828,232715,14638,14621,14283,13524,13452,13464,13181,12375,11323,11223,11312,10662,10883,9678,10400,9804,9875,9659,11812,12674,12634,13232,15647,17844,20963,21569,20475,20790,20716,20576,19560,20381,19568,17738,18565,16990,16539,15661,15770,15586,14636,14175,14539,13768,14238,12636,12113,11743,12054,12753,12657,13957,14383,15001,16966,16024,16190,15493,15088,15443,14759,13355,13048,12580,12471,12142,10288,9326,7551,4927,3406,3204,4359,6115,6820,6992,6432,6196,4695,3975,3583,2935,2998,2597,2750,2465,2159,1776,1398,1025,803,600,348,227,181,102,89,60,24,32,69
85,Дальневосточный федеральный округ,2015,8228649,91.2,1622002,4908949,1697698,115941,115507,115653,110375,108757,109224,106919,102942,95269,96109,96399,95968,93623,88709,88551,82056,84659,79162,82710,87306,90000,90057,105462,129085,144971,146154,149339,155756,152004,146633,142912,146027,141493,132984,138431,131553,131552,127056,127975,126863,122062,118377,118778,113210,113241,104189,99453,96554,99217,103297,104745,111439,113531,120317,126067,118813,117170,112794,110063,111180,112503,103186,102966,96621,93115,91020,73660,71569,60901,38107,29143,25139,36929,48518,51456,49987,45595,43925,33575,28290,19894,17011,18745,16054,15678,13237,11578,9123,7036,5280,4060,2805,1759,1145,888,527,376,193,117,78,217
86,Республика Бурятия,2015,976949,92.7,228970,564900,183079,16564,16610,16415,16255,16260,16539,16116,15187,13852,13380,12952,12795,12572,11312,11388,10773,10886,9975,10065,10016,10495,10267,12425,15195,17089,17790,18627,19017,18754,18054,17436,17739,17102,15765,15761,14940,14872,14599,14333,13532,13291,12706,12490,11665,11140,10543,10276,10434,10936,11449,11636,12576,12999,14182,14698,13981,13867,13385,12800,12139,12117,11240,10826,9918,9414,9493,7510,6718,5244,2987,2205,1899,3498,4979,5607,5416,5105,4804,4339,3450,2405,2232,2596,2035,2083,1813,1602,1158,902,666,592,402,269,137,150,89,65,38,15,6,28
87,Республика Саха (Якутия),2015,958957,92.2,235282,580070,143605,17126,16663,16720,16244,15891,16096,15355,15162,13410,13462,14118,13671,13208,12623,13255,12278,12638,12276,12181,12573,12963,12987,13902,15035,17010,17474,17657,18286,17725,17463,17011,16834,16201,14734,14831,14167,14244,13437,13428,13396,13042,12791,12754,12245,12454,11748,11863,11877,12070,12628,12774,13452,13875,14741,14882,13723,13130,12426,11956,11144,10855,9906,9283,8442,7907,7156,5786,5407,4550,3381,2451,1919,2426,2922,3103,3341,3089,2877,2363,2264,1538,1379,1341,1143,1084,914,724,608,422,320,230,155,111,77,63,41,26,9,7,11,16
88,Забайкальский край,2015,1072136,95.6,234916,631531,205689,16494,16213,16476,15716,16249,16255,16118,14944,13918,13818,14119,13802,13556,12794,12558,11886,12453,11362,11445,12251,12730,12551,14838,17600,19181,19271,19990,20616,19815,18993,18657,19394,19049,17707,18070,17376,16965,16597,16542,16064,15210,14700,14298,13292,13209,12009,11376,11083,11330,12008,12284,13492,14003,15187,15603,15483,15508,14833,14093,14423,14535,12776,12332,11330,11191,10695,8126,7388,6576,3519,2465,2188,3833,5440,6015,6017,5509,5455,4297,3749,2700,2270,2689,2305,2408,1963,1704,1298,995,749,560,414,229,170,130,82,70,26,31,14,36
89,Камчатский край,2015,309786,96.2,55807,193672,60307,4010,4037,3930,3757,3546,3660,3638,3580,3401,3450,3284,3245,3256,2994,3032,2987,3067,2695,2695,2698,2704,2794,3542,4327,4899,5144,5709,5987,6218,6097,5724,6021,5561,5418,5520,5289,5225,5144,5108,5423,5218,5073,5120,4848,4795,4616,4297,4172,4340,4335,4424,4637,4662,4872,4915,4635,4551,4355,4061,4103,4051,3851,3802,3669,3527,3563,3031,2697,2403,1679,1269,1119,1448,1733,1797,1686,1437,1321,973,758,497,424,424,357,342,257,238,212,109,93,65,34,23,20,15,6,5,2,1,0,3
90,Приморский край,2015,1924991,90.2,324146,1148664,452181,22940,23132,23212,21796,20939,20986,20113,20122,18503,19100,19033,19774,19871,19087,18790,16748,16851,15989,17377,18455,19418,19857,23721,30708,34378,34284,33608,35277,34024,32705,32321,33009,32052,30759,32871,30641,30796,29993,30217,30645,29736,29048,29387,28331,28871,26270,24826,23859,24821,25022,25781,26648,27253,28310,30375,27622,27415,26838,26104,26896,27345,25597,26331,24842,24019,24061,20515,20757,17889,11603,9024,8076,11134,14806,15213,14682,13080,12997,8988,7623,5409,4499,5051,4379,4040,3416,3004,2509,1888,1412,1105,762,471,332,237,139,76,51,31,18,65
91,Хабаровский край,2015,1335158,88.8,231545,805035,298578,17944,17659,17429,16101,15318,15280,14721,13936,13508,13562,13528,13768,13034,12578,12015,11164,12076,11625,13533,14951,15233,15163,18554,23265,25730,25604,25540,26517,25541,24414,23636,23621,22841,21686,22854,21546,21526,20765,21078,20740,19994,19361,19570,18812,19071,17230,16288,15557,15820,16904,16738,17539,17669,18344,19490,18140,17747,17077,17111,17984,18663,17171,17428,16774,16505,16239,13527,13463,11758,7400,5831,4696,7176,9218,9682,9228,8516,8016,6131,5102,3605,3042,3235,2890,2802,2388,2178,1745,1342,1034,760,542,336,245,170,92,82,44,15,17,40
92,Амурская область,2015,806524,88.0,159194,473129,174201,11010,11313,11490,10951,10517,10295,10383,10074,9239,9696,9707,9849,9293,8693,8687,7997,8264,7639,7932,8555,8591,8697,9597,11429,13738,13273,13758,14538,14324,13977,13571,14132,13909,12828,13770,12824,12948,12345,12783,12819,12001,11491,11858,11223,11208,10334,9611,9165,9320,9827,9803,10777,10666,11621,12382,12029,11791,11153,11297,11612,11560,10592,10748,10244,9921,9314,7267,7499,6106,3661,2850,2616,3829,4894,5371,5076,4675,4609,3634,3040,2005,1684,1832,1584,1539,1375,1179,835,723,524,396,283,172,79,85,50,26,12,11,5,15
93,Магаданская область,2015,147403,92.8,26506,92233,28664,1805,1861,1897,1781,1676,1745,1681,1646,1598,1622,1702,1621,1559,1433,1460,1419,1472,1323,1278,1373,1244,1456,1576,1757,1966,2085,2410,2584,2608,2595,2614,2824,2705,2545,2794,2783,2692,2534,2653,2483,2551,2435,2410,2400,2357,2143,1990,1952,1982,2054,2245,2398,2408,2483,2534,2514,2575,2363,2310,2225,2335,2012,2089,1952,1758,1791,1361,1178,947,595,500,370,557,634,688,634,562,460,302,249,165,117,175,109,156,114,82,74,69,54,50,25,18,13,5,4,6,2,1,0,1
94,Сахалинская область,2015,480579,99.8,81599,290027,108953,5208,5181,5096,4902,5457,5481,5624,5386,5186,5273,5175,4761,4686,4720,4937,4526,4723,4186,4245,4264,4299,4039,4686,6548,7459,7709,8237,8910,8978,8480,8278,8522,8385,7924,8301,8389,8636,8184,8255,8287,7810,7457,7585,7290,7089,6429,6292,5846,6019,6248,6269,6895,6916,7274,7928,7556,7494,7397,7331,7708,7996,7284,7398,6895,6441,6434,4751,4667,3855,2415,1828,1626,2084,2713,2786,2725,2599,2402,1829,1416,1134,995,1042,900,855,686,636,491,429,336,219,135,92,48,23,15,17,7,3,4,12
95,Еврейская автономная область,2015,166437,91.5,32884,97231,36322,2163,2163,2264,2188,2176,2200,2413,2197,1983,1984,1995,1961,1948,1831,1765,1653,1632,1488,1468,1678,1760,1808,2168,2651,2898,2885,3011,3123,3006,2901,2773,3006,2738,2685,2728,2677,2738,2584,2734,2620,2380,2455,2438,2309,2245,2077,1857,1900,1835,1974,1964,2140,2185,2348,2395,2295,2288,2245,2279,2300,2419,2213,2289,2171,2069,1976,1539,1555,1384,765,645,543,848,1083,1084,1093,968,924,679,623,411,359,353,342,365,301,224,191,153,91,81,52,37,24,10,9,3,2,2,3,1
96,Чукотский автономный округ,2015,49729,96.3,11153,32457,6119,677,675,724,684,728,687,757,708,671,762,786,721,640,644,664,625,597,604,491,492,563,438,453,570,623,635,792,901,1011,954,891,925,950,933,931,921,910,874,844,854,829,860,868,795,802,790,777,709,744,848,827,885,895,955,865,835,804,722,721,646,627,544,440,384,363,298,247,240,189,102,75,87,96,96,110,89,55,60,40,16,25,10,7,10,4,10,7,2,4,1,2,1,1,0,0,0,0,0,0,0,0
1,Российская Федерация,2014,144025334,101.2,24818030,85436359,33770945,1871639,1879432,1775430,1680046,1682386,1674948,1583284,1459023,1473363,1468654,1471521,1427910,1336777,1388756,1304520,1340341,1295211,1384299,1474761,1510668,1544274,1775086,1972407,2300662,2358412,2449603,2567721,2561146,2536602,2448477,2502024,2356670,2242884,2407063,2205758,2187391,2105393,2143186,2158108,2061969,1992415,2004952,1931923,2018744,1815845,1797093,1746825,1810606,1922173,1940490,2092589,2158059,2259186,2438624,2264213,2251343,2173790,2103645,2103044,2068136,1855900,1864887,1774994,1752388,1750417,1426888,1369931,1211049,742384,540836,492161,716506,1088070,1149816,1220956,1181506,1142282,884718,739415,546468,489488,558545,503162,534689,447360,418550,338680,279803,213692,163551,118487,77009,52191,36492,23479,20564,9937,7351,5960,4596,8676
2,Центральный федеральный округ,2014,39142381,101.8,5862123,23194503,10085755,444696,446184,421092,383160,387768,383040,362365,344307,350201,343773,348934,339220,322884,343590,320455,320454,313251,342325,369833,370129,381056,437494,493180,597760,613935,638872,678104,678433,685705,657748,675604,633833,610864,685176,611860,605152,573022,592918,599649,573459,555763,558059,540619,582568,510676,506049,486601,504609,540704,539448,587023,605116,625726,684643,627499,635151,608678,599544,594689,577473,514717,521551,496677,508133,514083,421988,410587,376407,238104,175225,142781,218595,344050,347827,370470,364708,355528,266168,221657,164404,156691,181712,165351,175163,143389,133618,111027,92269,73537,55805,41531,28456,17628,13041,7989,6766,3305,2497,2090,1517,3216
3,Белгородская область,2014,1545522,100.1,242135,909121,394266,17902,17918,17106,16258,16752,17063,16061,14847,14038,14376,14424,13640,12668,13398,12458,13226,13263,14570,15957,17090,17402,19421,20008,23029,23742,25451,26539,26997,25945,25816,25898,23890,22786,23898,22639,22624,21440,22091,21978,21728,20806,21345,20258,20659,18691,19151,19392,20331,20744,21441,23733,25230,25839,27327,25594,25789,24820,24098,23368,23120,20874,21247,20175,20078,21722,16716,13531,13248,6979,5769,5864,9647,13869,14254,15675,15387,13622,11638,8453,5258,4980,6628,6012,7147,5884,5432,4338,3501,2634,2253,1450,1021,562,469,318,277,124,113,113,70,117
4,Брянская область,2014,1240554,100.9,199771,722325,318458,13807,14389,13807,13317,14071,14173,13369,11809,11920,11978,11829,11461,10832,10982,10841,11186,11146,11986,12389,13169,13246,14974,15226,17768,18494,19457,20634,21167,19842,19615,20051,18228,17720,18905,17756,17959,17058,17335,17685,17302,16944,17187,16656,17535,15976,16378,16384,17052,17304,17414,18922,19701,20442,21953,20543,20725,20241,19586,19297,18218,15950,16725,16254,16348,16555,12503,11494,9562,5496,5466,4852,7501,10362,10471,11236,11245,10854,9524,7073,4762,5277,6454,5355,6886,5203,4943,3726,3005,2400,1772,1311,1029,497,359,222,200,100,75,38,47,81
5,Владимирская область,2014,1418179,98.4,218153,812400,387626,15544,16207,15425,14755,14763,14761,14113,13136,13027,13137,13442,12777,12232,11971,11132,11731,11382,12249,12358,12977,13335,15747,17651,20090,21101,22091,23998,23891,22461,22649,23162,21794,20850,21912,21049,20708,19846,20532,20665,20010,19135,19654,18886,19450,17604,17348,17183,18575,18998,19475,20822,22222,23381,24286,24022,24230,23210,22323,22922,23290,20171,20000,19216,19448,20021,16063,15380,13636,8425,6379,4961,8107,14025,13303,14327,14170,13559,10226,9060,6960,6383,6836,6330,6298,5555,5047,4314,3403,2807,1953,1371,874,613,390,253,229,101,82,87,47,92
6,Воронежская область,2014,2332859,101.0,336344,1362554,633961,24770,25198,23770,22842,23157,22350,20909,19332,19504,20351,19695,19107,18617,19479,18037,19226,19079,20953,23835,26145,27049,31346,32354,36149,37316,38899,39896,39816,38435,38333,38388,35155,34066,35439,32815,32489,31867,32749,32585,32152,30452,31438,30356,30993,28728,28971,28795,30417,30864,31885,35069,36565,38286,40742,38957,39128,38509,37006,35620,35326,31277,32806,30437,29984,32948,26558,22846,22431,12121,8871,9110,14217,23071,23598,24853,24735,20715,18606,15042,10039,9973,12284,11535,12336,10528,9702,7898,6365,4495,3826,2743,1393,958,734,578,552,250,192,171,133,187
